Input1,Input2,Input3,Output
1760,23,264,1986.03
2225,23,301,1987.03
2766,30,274,1988.03
3193,40,274,1989.03
3548,48,314,1990.03
3571,61,333,1991.03
3662,60,358,1992.03
3917,63,347,1993.03
4175,71,392,1994.03
4594,46,439,1995.03
4964,27,494,1996.03
5533,27,532,1997.03
5664,29,583,1998.03
5967,33,669,1999.03
6355,42,743,2000.03
6711,36,617,2001.03
7187,44,652,2002.03
7856,52,706,2003.03
8641,59,626,2004.03
9399,59,584,2005.03
10403,53,534,2006.03
11383,69,508,2007.03
11520,79,581,2008.03
12379,80,640,2009.03
13549,96,681,2010.03
13795,65,651,2011.03
14887,103,1305,2012.03
15103,98,1352,2013.03
16144,96,1480,2014.03
16563,97,1562,2015.03
18105,109,1737,2016.03
19972,154,1844,2017.03
21171,151,1766,2018.03
289,102,1963,1972.03
326,105,2086,1973.03
381,113,2395,1974.03
447,131,2627,1975.03
588,129,2759,1976.03
715,144,2277,1977.03
857,151,2612,1978.03
883,155,2657,1979.03
943,195,2734,1980.03
1023,8,2755,1981.03
1275,9,2778,1982.03
1555,11,2771,1983.03
1846,13,2996,1984.03
2235,16,-6384,1985.03
3195,15,-6075,1986.03
3517,19,-5915,1987.03
4113,20,-4888,1988.03
5005,20,-3556,1989.03
5405,28,-2422,1990.03
6080,35,-3565,1991.03
6373,22,-4927,1992.03
6167,25,-6739,1993.03
6266,25,-6791,1994.03
6504,19,-7010,1995.03
7231,22,-6058,1996.03
7740,16,-5355,1997.03
8158,25,-5560,1998.03
8335,33,-7088,1999.03
8416,59,-7421,2000.03
8522,76,-8720,2001.03
8707,58,-8648,2002.03
9221,102,-9800,2003.03
9840,147,-11540,2004.03
10556,138,-12182,2005.03
11260,58,-14048,2006.03
11884,124,-13666,2007.03
12608,53,-9937,2008.03
12647,132,-9717,2009.03
11811,92,-9925,2010.03
13031,153,-10324,2011.03
13819,161,-13265,2012.03
14611,114,-15573,2013.03
15260,131,-14897,2014.03
15882,239,-16868,2015.03
16486,166,-19210,2016.03
17337,112,-20712,2017.03
18321,238,-297,2018.03
178,233,-427,1972.03
203,211,-481,1973.03
253,274,-223,1974.03
288,266,-125,1975.03
343,195,-258,1976.03
404,184,-320,1977.03
461,193,-150,1978.03
542,387,-597,1979.03
612,292,-691,1980.03
729,7,-760,1981.03
936,4,-620,1982.03
1067,5,176,1983.03
1234,7,343,1984.03
1463,13,409,1985.03
1823,10,444,1986.03
2104,18,441,1987.03
2664,11,383,1988.03
3142,21,287,1989.03
3280,9,413,1990.03
3305,8,303,1991.03
3405,12,42587,1992.03
3600,27,45997,1993.03
4186,32,46149,1994.03
4674,29,54015,1995.03
5267,47,55833,1996.03
6130,88,58768,1997.03
6667,53,61547,1998.03
6906,94,67531,1999.03
7594,75,67117,2000.03
7596,54,74829,2001.03
8426,85,74706,2002.03
9095,80,81102,2003.03
9672,55,79510,2004.03
10415,154,80660,2005.03
11353,89,81469,2006.03
12397,109,89950,2007.03
13721,139,89992,2008.03
14815,131,93948,2009.03
14735,89,100303,2010.03
15529,149,108115,2011.03
15869,82,2058,2012.03
16555,97,1856,2013.03
17763,83,1714,2014.03
18570,84,1391,2015.03
19924,67,2129,2016.03
21659,50,2339,2017.03
23152,51,2407,2018.03
60,39,2911,1972.03
69,153,2797,1973.03
83,80,3354,1974.03
91,116,3073,1975.03
108,98,3260,1976.03
128,71,3692,1977.03
140,171,4009,1978.03
159,95,3915,1979.03
184,78,4672,1980.03
212,10,4717,1981.03
264,12,4553,1982.03
298,13,4034,1983.03
349,12,4391,1984.03
425,16,1009,1985.03
514,19,1024,1986.03
631,19,999,1987.03
784,26,1186,1988.03
896,31,1324,1989.03
926,42,1515,1990.03
924,57,1395,1991.03
957,56,1910,1992.03
1017,52,1797,1993.03
1176,60,1858,1994.03
1303,37,1990,1995.03
1491,37,1964,1996.03
1774,36,2053,1997.03
1846,29,2134,1998.03
1929,62,2269,1999.03
2064,42,2508,2000.03
2067,39,2930,2001.03
2321,65,2581,2002.03
2553,111,2927,2003.03
2733,103,2974,2004.03
2944,118,27612,2005.03
3217,211,29668,2006.03
3627,56,28903,2007.03
3903,126,36388,2008.03
3768,136,38502,2009.03
3645,197,39698,2010.03
3983,264,42248,2011.03
4208,312,47253,2012.03
4214,277,45125,2013.03
4332,269,50170,2014.03
4564,278,51550,2015.03
4902,327,56316,2016.03
5377,309,53224,2017.03
5681,350,52363,2018.03
37,203,55287,1972.03
46,357,62259,1973.03
53,276,62307,1974.03
65,304,65630,1975.03
84,444,69535,1976.03
79,490,76006,1977.03
91,566,11892,1978.03
121,363,13427,1979.03
150,558,14475,1980.03
182,14,14980,1981.03
237,22,13830,1982.03
272,14,15101,1983.03
291,37,15446,1984.03
315,171,15396,1985.03
353,214,17313,1986.03
392,240,19351,1987.03
412,145,18147,1988.03
492,89,19353,1989.03
536,101,20382,1990.03
583,110,21672,1991.03
517,104,19508,1992.03
438,251,20207,1993.03
445,238,19765,1994.03
443,350,20747,1995.03
461,515,23361,1996.03
437,459,24305,1997.03
447,393,16,1998.03
464,227,22,1999.03
439,615,57,2000.03
432,608,70,2001.03
461,386,49,2002.03
494,258,115,2003.03
519,259,52,2004.03
558,416,61,2005.03
582,242,86,2006.03
683,121,96,2007.03
776,307,-54,2008.03
875,514,209,2009.03
987,339,159,2010.03
1027,449,483,2011.03
1077,689,491,2012.03
1083,838,304,2013.03
1093,674,274,2014.03
1156,723,437,2015.03
1203,1577,446,2016.03
1317,2645,440,2017.03
1374,2210,24677,2018.03
216,1652,23713,1972.03
237,1049,25472,1973.03
276,1369,28024,1974.03
322,1474,30783,1975.03
391,1750,34227,1976.03
441,1958,38730,1977.03
543,1452,44423,1978.03
673,877,55295,1979.03
794,878,63646,1980.03
978,13,61761,1981.03
1180,14,49601,1982.03
1322,15,46055,1983.03
1376,24,48500,1984.03
1494,25,46460,1985.03
1800,29,49166,1986.03
2247,24,51844,1987.03
2433,34,50245,1988.03
2706,46,49903,1989.03
2923,72,52794,1990.03
3042,83,10999,1991.03
3052,82,14293,1992.03
3124,81,14500,1993.03
3254,80,15704,1994.03
3172,71,15953,1995.03
3273,180,15557,1996.03
3471,172,14985,1997.03
3580,137,15422,1998.03
3800,331,16994,1999.03
3874,254,17253,2000.03
4074,59,18241,2001.03
4332,78,17942,2002.03
4544,115,18143,2003.03
4791,101,19198,2004.03
5211,121,19870,2005.03
5832,133,21054,2006.03
6371,137,22363,2007.03
6921,111,23510,2008.03
7553,137,25468,2009.03
7745,139,27099,2010.03
7808,170,30561,2011.03
7965,159,31079,2012.03
8065,192,31742,2013.03
8306,158,32977,2014.03
8668,132,34720,2015.03
9118,110,38099,2016.03
9584,143,38888,2017.03
10157,184,41262,2018.03
269,135,43057,1972.03
299,162,45437,1973.03
354,301,48392,1974.03
412,90,50318,1975.03
484,59,53015,1976.03
552,26,9484,1977.03
647,146,12542,1978.03
782,154,12545,1979.03
890,143,13586,1980.03
1150,4,13681,1981.03
1362,4,13252,1982.03
1510,5,12674,1983.03
1532,7,13007,1984.03
1592,8,14469,1985.03
1829,10,14622,1986.03
2270,8,15455,1987.03
2532,11,15088,1988.03
2768,14,15119,1989.03
2966,22,16069,1990.03
3020,24,16632,1991.03
3118,25,17571,1992.03
3234,26,18855,1993.03
3381,27,19713,1994.03
3511,23,21411,1995.03
3786,24,22781,1996.03
3998,57,25875,1997.03
4199,41,25965,1998.03
4536,47,26384,1999.03
4838,18,27243,2000.03
5066,40,28822,2001.03
5207,70,31892,2002.03
5553,49,32517,2003.03
6044,62,34502,2004.03
6564,212,36039,2005.03
6909,58,37984,2006.03
7532,21,40532,2007.03
8059,37,42081,2008.03
8698,46,44111,2009.03
9204,47,1515,2010.03
9595,58,1751,2011.03
9985,81,1954,2012.03
10154,45,2118,2013.03
10503,52,2273,2014.03
10998,94,2305,2015.03
11431,43,2311,2016.03
11927,81,2414,2017.03
12258,48,2525,2018.03
224,70,2632,1972.03
264,57,2786,1973.03
318,21,2854,1974.03
397,57,3024,1975.03
489,78,3129,1976.03
542,35,3238,1977.03
643,50,3483,1978.03
787,26,3509,1979.03
924,59,3797,1980.03
1106,27,4057,1981.03
1331,29,4318,1982.03
1489,33,4687,1983.03
1537,52,5114,1984.03
1639,54,5358,1985.03
1942,63,5734,1986.03
2395,55,5898,1987.03
2747,75,6208,1988.03
2987,101,6370,1989.03
3032,155,6761,1990.03
3129,179,7019,1991.03
3374,180,7453,1992.03
3482,179,7861,1993.03
3674,185,8237,1994.03
3837,168,8904,1995.03
4122,226,403,1996.03
4428,294,446,1997.03
4734,114,394,1998.03
5136,544,441,1999.03
5344,231,443,2000.03
5711,262,526,2001.03
6171,344,614,2002.03
6586,550,635,2003.03
7195,472,702,2004.03
7920,380,772,2005.03
8733,301,725,2006.03
9383,360,675,2007.03
10319,684,759,2008.03
11259,635,756,2009.03
11958,429,841,2010.03
12337,916,812,2011.03
12665,368,943,2012.03
13133,554,1019,2013.03
13474,758,928,2014.03
14263,532,1072,2015.03
15151,717,41061,2016.03
15892,590,47172,2017.03
16843,721,50112,2018.03
41,425,52103,1972.03
47,429,53080,1973.03
54,713,53217,1974.03
65,702,52520,1975.03
79,707,55066,1976.03
91,1402,58966,1977.03
110,1148,63806,1978.03
131,936,67844,1979.03
158,101,70335,1980.03
173,12,71885,1981.03
204,14,76722,1982.03
235,16,77771,1983.03
257,25,82487,1984.03
283,26,85861,1985.03
328,31,93285,1986.03
348,28,100962,1987.03
513,37,108250,1988.03
614,50,117109,1989.03
655,75,128830,1990.03
698,86,129615,1991.03
745,88,129280,1992.03
853,88,134488,1993.03
898,91,141802,1994.03
978,85,144600,1995.03
1097,99,151655,1996.03
1155,197,156794,1997.03
1340,151,164228,1998.03
1567,192,175972,1999.03
1708,91,186916,2000.03
1815,170,195698,2001.03
2026,256,7958,2002.03
2228,213,10307,2003.03
2414,248,7008,2004.03
2459,40,5897,2005.03
2440,237,7401,2006.03
2704,181,9263,2007.03
2835,169,13812,2008.03
2746,230,18096,2009.03
2870,226,18448,2010.03
2857,188,20148,2011.03
3014,291,20174,2012.03
3179,228,8828,2013.03
3235,198,10991,2014.03
3402,237,12795,2015.03
3572,270,14347,2016.03
3740,236,12525,2017.03
3853,286,14896,2018.03
151,291,13954,1972.03
172,275,14656,1973.03
213,315,16149,1974.03
230,290,20000,1975.03
260,259,24120,1976.03
305,294,27263,1977.03
308,242,26091,1978.03
356,245,31849,1979.03
406,369,29984,1980.03
488,8,32995,1981.03
591,8,36620,1982.03
647,9,43686,1983.03
728,15,45094,1984.03
821,15,52908,1985.03
954,18,52512,1986.03
1016,15,51972,1987.03
1115,21,51887,1988.03
1180,28,53277,1989.03
1220,44,51529,1990.03
1254,49,55051,1991.03
1280,50,52576,1992.03
1349,50,53559,1993.03
1433,53,57928,1994.03
1544,47,63884,1995.03
1682,109,927,1996.03
1781,95,672,1997.03
1894,85,719,1998.03
2058,61,400,1999.03
2163,69,619,2000.03
2267,57,967,2001.03
2518,108,1033,2002.03
2734,100,836,2003.03
2906,112,1969,2004.03
3096,102,1570,2005.03
3199,114,1040,2006.03
3305,98,1795,2007.03
3601,126,1781,2008.03
3672,189,1859,2009.03
3710,178,1560,2010.03
3733,254,1788,2011.03
3912,295,2261,2012.03
3935,241,2130,2013.03
4186,228,1715,2014.03
4556,374,1284,2015.03
4710,312,537,2016.03
5101,446,676,2017.03
5314,322,243,2018.03
6768,167,548,1972.03
7770,183,541,1973.03
9058,228,727,1974.03
9949,293,680,1975.03
11245,291,973,1976.03
13790,244,864,1977.03
15469,283,799,1978.03
17540,300,881,1979.03
20455,340,1024,1980.03
23818,14,952,1981.03
28935,13,935,1982.03
32765,16,957,1983.03
36495,26,1095,1984.03
41100,27,1108,1985.03
47612,25,1125,1986.03
55714,35,1266,1987.03
60790,41,1242,1988.03
66011,42,12738,1989.03
69061,34,14689,1990.03
70692,39,12657,1991.03
70604,72,18075,1992.03
72795,69,17122,1993.03
78608,93,18355,1994.03
83909,111,21504,1995.03
89120,73,28069,1996.03
93560,88,26285,1997.03
97132,88,31811,1998.03
99374,95,33364,1999.03
105345,91,31681,2000.03
111635,66,30949,2001.03
119973,86,31210,2002.03
125607,114,32029,2003.03
134231,133,34691,2004.03
143444,154,32179,2005.03
151152,106,32767,2006.03
158883,85,35090,2007.03
172721,64,40730,2008.03
175557,73,9901,2009.03
180052,52,11212,2010.03
187489,74,12446,2011.03
195406,84,12802,2012.03
199058,94,11686,2013.03
213426,98,12929,2014.03
221929,94,13386,2015.03
232908,36,13753,2016.03
246828,81,15941,2017.03
264323,3,18688,2018.03
1369,73,17179,1972.03
1734,44,17431,1973.03
1883,69,18158,1974.03
1489,70,19229,1975.03
1961,50,16948,1976.03
2540,49,17421,1977.03
2527,46,17010,1978.03
2944,49,17493,1979.03
4018,66,19817,1980.03
4195,7,20598,1981.03
4622,10,18,1982.03
4768,14,13,1983.03
5583,21,26,1984.03
6744,27,25,1985.03
6403,28,16,1986.03
6374,34,17,1987.03
6977,19,17,1988.03
7648,23,55,1989.03
8547,28,35,1990.03
7904,23,41,1991.03
8611,36,47,1992.03
9232,35,41,1993.03
9893,101,45,1994.03
9501,131,44,1995.03
9422,106,36,1996.03
9868,70,56,1997.03
10463,79,19,1998.03
10371,99,44,1999.03
11166,84,40,2000.03
14119,84,30,2001.03
16141,136,24612,2002.03
13755,349,25925,2003.03
14150,235,23228,2004.03
14453,177,24550,2005.03
14070,205,29214,2006.03
14816,159,31738,2007.03
19509,161,35998,2008.03
17778,173,41634,2009.03
19575,323,53739,2010.03
22082,316,59612,2011.03
22973,276,56643,2012.03
21752,219,44520,2013.03
26606,168,38168,2014.03
22244,326,40450,2015.03
21240,192,39718,2016.03
24990,192,42102,2017.03
27455,278,44561,2018.03
91,229,42614,1972.03
107,146,43448,1973.03
126,155,44733,1974.03
121,140,6174,1975.03
141,130,7060,1976.03
201,144,6612,1977.03
218,168,6609,1978.03
247,121,6736,1979.03
322,145,5527,1980.03
379,14,4984,1981.03
418,40,4688,1982.03
471,41,4725,1983.03
503,45,4537,1984.03
592,26,4238,1985.03
778,45,3749,1986.03
838,20,3583,1987.03
750,39,3359,1988.03
1015,38,3584,1989.03
1160,47,3692,1990.03
1376,63,3634,1991.03
1530,80,3530,1992.03
1748,79,3542,1993.03
2365,114,3690,1994.03
2239,121,3648,1995.03
2300,128,3562,1996.03
2281,185,4178,1997.03
2157,307,4020,1998.03
2112,474,5192,1999.03
2396,173,5672,2000.03
3127,367,5841,2001.03
3111,79,5469,2002.03
3197,128,5665,2003.03
2658,110,5407,2004.03
2412,239,5520,2005.03
2367,288,5654,2006.03
2514,411,5751,2007.03
2413,207,5968,2008.03
2743,110,6828,2009.03
3143,660,6382,2010.03
3607,291,6331,2011.03
3585,179,6421,2012.03
3634,154,5227,2013.03
4084,92,4682,2014.03
4013,218,4420,2015.03
4204,119,4475,2016.03
4758,46,4292,2017.03
5352,134,3994,2018.03
132,82,3516,1972.03
163,79,3349,1973.03
177,199,3134,1974.03
147,122,3329,1975.03
191,39,3428,1976.03
258,42,3360,1977.03
276,101,3227,1978.03
332,64,3212,1979.03
491,163,3284,1980.03
522,10,3155,1981.03
597,27,2966,1982.03
659,28,3608,1983.03
795,30,3385,1984.03
914,19,4420,1985.03
954,31,4878,1986.03
904,15,5006,1987.03
1040,26,4557,1988.03
1205,27,4661,1989.03
1226,32,4400,1990.03
1244,43,4434,1991.03
1353,50,4528,1992.03
1588,55,4515,1993.03
1779,82,206,1994.03
1799,89,232,1995.03
1962,215,230,1996.03
2089,124,279,1997.03
2110,130,315,1998.03
2238,121,300,1999.03
2370,73,302,2000.03
2608,69,268,2001.03
2782,82,250,2002.03
2780,162,244,2003.03
2974,179,244,2004.03
3122,163,233,2005.03
2965,88,234,2006.03
3341,91,224,2007.03
3522,123,255,2008.03
3507,100,264,2009.03
3393,108,273,2010.03
3455,123,304,2011.03
3801,207,330,2012.03
3907,172,407,2013.03
4341,259,493,2014.03
4684,203,596,2015.03
4866,149,570,2016.03
5096,156,635,2017.03
5706,82,772,2018.03
81,126,794,1972.03
99,87,835,1973.03
100,97,911,1974.03
129,90,1004,1975.03
202,72,1006,1976.03
326,68,1086,1977.03
420,68,1127,1978.03
408,78,1236,1979.03
342,90,54,1980.03
490,14,65,1981.03
636,18,73,1982.03
838,22,68,1983.03
1047,24,69,1984.03
1217,28,72,1985.03
1595,33,68,1986.03
1664,30,70,1987.03
1710,40,52,1988.03
1535,56,65,1989.03
1442,78,58,1990.03
1848,248,62,1991.03
1768,726,53,1992.03
1989,729,58,1993.03
1917,536,51,1994.03
1937,382,57,1995.03
1971,186,55,1996.03
2148,86,64,1997.03
2174,214,41,1998.03
1982,105,56,1999.03
2168,90,1827,2000.03
2678,101,2418,2001.03
2817,140,2460,2002.03
2840,127,2871,2003.03
2726,334,3147,2004.03
3259,91,2855,2005.03
3790,157,2201,2006.03
4585,91,1928,2007.03
7990,126,2168,2008.03
8935,86,2810,2009.03
8316,3,3438,2010.03
7783,170,3584,2011.03
8157,53,3392,2012.03
7850,88,3009,2013.03
8021,215,3649,2014.03
8210,172,3661,2015.03
5924,146,4013,2016.03
5587,218,4343,2017.03
5988,201,5241,2018.03
1432,112,6447,1972.03
1605,46,7689,1973.03
1767,134,9469,1974.03
2001,122,9270,1975.03
2343,320,6742,1976.03
2896,281,6855,1977.03
3003,278,6714,1978.03
3413,290,6631,1979.03
3918,181,6624,1980.03
4757,7,7350,1981.03
5831,9,7222,1982.03
6572,13,6910,1983.03
7059,13,6733,1984.03
8068,17,6753,1985.03
8846,23,4495,1986.03
10124,19,4099,1987.03
11302,28,3764,1988.03
12571,25,4056,1989.03
13530,37,4697,1990.03
14028,120,4947,1991.03
15196,291,5548,1992.03
16224,260,5207,1993.03
17137,224,6234,1994.03
17281,219,7059,1995.03
18243,127,5954,1996.03
18926,98,5376,1997.03
19988,125,5551,1998.03
19760,157,6439,1999.03
21158,131,6808,2000.03
24544,157,7098,2001.03
27609,133,7209,2002.03
26084,150,8109,2003.03
26099,165,8274,2004.03
27257,227,8427,2005.03
28373,145,9502,2006.03
29446,190,923,2007.03
33749,172,1040,2008.03
36035,133,1066,2009.03
34389,95,895,2010.03
37844,162,901,2011.03
39991,152,1074,2012.03
39472,133,1239,2013.03
44761,183,1240,2014.03
42520,164,1429,2015.03
41590,131,1488,2016.03
42721,205,1680,2017.03
47656,249,1307,2018.03
427,101,1310,1972.03
481,132,1411,1973.03
593,237,1503,1974.03
687,295,1540,1975.03
744,386,1613,1976.03
939,156,1441,1977.03
1162,222,1945,1978.03
1240,180,1782,1979.03
1609,311,29,1980.03
1706,5,32,1981.03
2051,7,33,1982.03
2274,10,27,1983.03
2305,10,28,1984.03
2678,13,33,1985.03
2843,17,35,1986.03
3245,14,37,1987.03
3276,21,43,1988.03
3137,16,57,1989.03
3122,22,55,1990.03
2740,73,46,1991.03
2794,182,49,1992.03
2892,152,53,1993.03
3064,142,55,1994.03
3359,163,47,1995.03
3272,103,48,1996.03
3307,128,40,1997.03
3186,109,62,1998.03
2885,94,59,1999.03
2818,158,14,2000.03
2725,86,15,2001.03
2736,102,15,2002.03
2851,163,13,2003.03
2643,179,14,2004.03
2640,175,16,2005.03
2497,93,17,2006.03
2606,118,17,2007.03
2493,86,28,2008.03
2361,86,27,2009.03
2216,180,38,2010.03
2328,100,32,2011.03
2312,159,35,2012.03
2223,162,42,2013.03
2289,181,36,2014.03
2399,113,27,2015.03
2393,292,24,2016.03
2046,149,42,2017.03
2000,172,46,2018.03
367,110,41,1972.03
413,127,580,1973.03
511,136,686,1974.03
619,181,692,1975.03
713,145,582,1976.03
879,115,582,1977.03
942,142,705,1978.03
1044,195,787,1979.03
1315,143,757,1980.03
1582,8,911,1981.03
1979,8,940,1982.03
2035,13,892,1983.03
2192,18,732,1984.03
2685,20,726,1985.03
3016,33,811,1986.03
3451,12,879,1987.03
3853,16,1005,1988.03
3881,18,996,1989.03
4148,20,948,1990.03
4290,52,1273,1991.03
4306,64,1077,1992.03
4460,40,262,1993.03
5285,49,271,1994.03
5817,44,278,1995.03
5881,56,235,1996.03
5815,47,225,1997.03
5397,96,275,1998.03
5233,59,347,1999.03
6111,112,342,2000.03
6875,35,342,2001.03
6623,53,347,2002.03
7131,90,319,2003.03
6862,97,265,2004.03
7378,80,293,2005.03
7431,111,348,2006.03
7724,95,360,2007.03
7894,108,365,2008.03
7242,119,396,2009.03
7113,89,268,2010.03
7709,66,367,2011.03
7557,100,311,2012.03
7282,146,39,2013.03
7374,167,36,2014.03
7455,186,48,2015.03
7913,190,40,2016.03
8104,199,53,2017.03
8619,181,45,2018.03
98,126,54,1972.03
108,148,87,1973.03
134,139,104,1974.03
167,113,117,1975.03
200,111,376,1976.03
254,124,233,1977.03
288,141,206,1978.03
311,225,157,1979.03
387,209,172,1980.03
463,19,96,1981.03
559,8,150,1982.03
598,5,142,1983.03
660,6,197,1984.03
811,6,294,1985.03
900,14,5613,1986.03
972,11,6073,1987.03
1114,10,6297,1988.03
1144,12,5738,1989.03
1172,14,5441,1990.03
1187,58,4907,1991.03
1176,207,5183,1992.03
1186,336,5295,1993.03
1263,264,5882,1994.03
1376,527,7008,1995.03
1484,335,7963,1996.03
1485,262,8792,1997.03
1486,124,9308,1998.03
1471,99,9746,1999.03
1578,79,9629,2000.03
1623,50,11501,2001.03
1679,66,13060,2002.03
1713,110,13530,2003.03
1826,140,14950,2004.03
1908,146,15674,2005.03
1927,620,14233,2006.03
1797,31,14896,2007.03
1836,83,16657,2008.03
1655,55,17060,2009.03
1643,65,17690,2010.03
1639,52,16370,2011.03
1574,90,17633,2012.03
1573,93,19107,2013.03
1573,143,21094,2014.03
1651,161,22454,2015.03
1528,79,22665,2016.03
1584,118,23555,2017.03
1499,100,22840,2018.03
666,138,23174,1972.03
797,205,25321,1973.03
975,198,26430,1974.03
1196,143,29057,1975.03
1329,132,31521,1976.03
1761,123,33773,1977.03
2077,273,37881,1978.03
2320,149,41044,1979.03
2798,181,44326,1980.03
3203,46,43468,1981.03
3929,20,38821,1982.03
4465,12,39976,1983.03
